map,day,month,year,date,wait_time_s,match_time_s,team_a_rounds,team_b_rounds,ping,kills,assists,deaths,mvps,hs_percent,points,result
Mirage,18.0,12.0,2015.0,18/12/2015,3.0,2287.0,8.0,16.0,15.0,16.0,1.0,14.0,4.0,31.0,47.0,Win
Inferno,17.0,12.0,2015.0,17/12/2015,6.0,2345.0,9.0,16.0,33.0,10.0,2.0,12.0,1.0,30.0,33.0,Win
Dust II,16.0,12.0,2015.0,16/12/2015,27.0,2900.0,15.0,15.0,17.0,13.0,4.0,25.0,1.0,53.0,39.0,Tie
Mirage,16.0,12.0,2015.0,16/12/2015,6.0,1708.0,16.0,4.0,25.0,11.0,1.0,20.0,0.0,36.0,27.0,Lost
Mirage,15.0,12.0,2015.0,15/12/2015,12.0,2052.0,3.0,16.0,26.0,16.0,2.0,9.0,3.0,18.0,49.0,Win
Inferno,15.0,12.0,2015.0,15/12/2015,1.0,2820.0,16.0,11.0,11.0,16.0,4.0,23.0,1.0,18.0,42.0,Lost
Dust II,14.0,12.0,2015.0,14/12/2015,1.0,2171.0,7.0,16.0,32.0,15.0,2.0,18.0,0.0,53.0,32.0,Lost
Mirage,14.0,12.0,2015.0,14/12/2015,1.0,1641.0,16.0,1.0,12.0,5.0,5.0,17.0,0.0,20.0,15.0,Lost
Mirage,14.0,12.0,2015.0,14/12/2015,1.0,1842.0,5.0,16.0,32.0,5.0,2.0,17.0,0.0,40.0,12.0,Lost
Mirage,13.0,12.0,2015.0,13/12/2015,115.0,2347.0,16.0,7.0,15.0,8.0,4.0,16.0,2.0,50.0,28.0,Win
Mirage,12.0,12.0,2015.0,12/12/2015,2.0,2221.0,16.0,8.0,15.0,16.0,2.0,18.0,1.0,25.0,43.0,Lost
Mirage,12.0,12.0,2015.0,12/12/2015,2.0,1842.0,16.0,6.0,13.0,9.0,0.0,8.0,0.0,11.0,21.0,Win
Mirage,12.0,12.0,2015.0,12/12/2015,13.0,2504.0,15.0,15.0,17.0,21.0,1.0,22.0,3.0,28.0,48.0,Tie
Mirage,11.0,12.0,2015.0,11/12/2015,2.0,2359.0,12.0,16.0,31.0,11.0,3.0,25.0,1.0,45.0,29.0,Lost
Mirage,11.0,12.0,2015.0,11/12/2015,1.0,2839.0,14.0,16.0,39.0,27.0,6.0,20.0,2.0,22.0,71.0,Lost
Cobblestone,11.0,12.0,2015.0,11/12/2015,30.0,2878.0,16.0,13.0,24.0,16.0,1.0,23.0,3.0,12.0,40.0,Lost
Mirage,11.0,12.0,2015.0,11/12/2015,3.0,1773.0,16.0,7.0,16.0,11.0,2.0,13.0,2.0,18.0,28.0,Win
Dust II,11.0,12.0,2015.0,11/12/2015,1.0,2445.0,11.0,16.0,27.0,12.0,0.0,21.0,2.0,50.0,33.0,Lost
Mirage,11.0,12.0,2015.0,11/12/2015,0.0,2455.0,16.0,11.0,15.0,11.0,3.0,25.0,1.0,45.0,31.0,Lost
Cache,11.0,12.0,2015.0,11/12/2015,5.0,2297.0,11.0,16.0,28.0,11.0,4.0,17.0,0.0,27.0,36.0,Win
Dust II,10.0,12.0,2015.0,10/12/2015,23.0,1990.0,11.0,13.0,0.0,6.0,5.0,15.0,1.0,33.0,19.0,Lost
Mirage,10.0,12.0,2015.0,10/12/2015,1.0,2422.0,16.0,6.0,27.0,6.0,2.0,17.0,1.0,16.0,27.0,Lost
Cache,10.0,12.0,2015.0,10/12/2015,8.0,2581.0,15.0,15.0,27.0,13.0,3.0,24.0,1.0,50.0,40.0,Tie
Inferno,10.0,12.0,2015.0,10/12/2015,21.0,3193.0,15.0,15.0,14.0,16.0,5.0,25.0,0.0,25.0,41.0,Tie
Cobblestone,10.0,12.0,2015.0,10/12/2015,135.0,2652.0,16.0,12.0,30.0,18.0,4.0,21.0,1.0,16.0,46.0,Win
Mirage,9.0,12.0,2015.0,9/12/2015,26.0,2751.0,15.0,15.0,9.0,19.0,3.0,23.0,2.0,21.0,48.0,Tie
Dust II,9.0,12.0,2015.0,9/12/2015,22.0,2459.0,16.0,10.0,14.0,7.0,5.0,22.0,0.0,37.0,22.0,Lost
Inferno,9.0,12.0,2015.0,9/12/2015,10.0,1659.0,1.0,16.0,16.0,12.0,1.0,16.0,0.0,25.0,25.0,Lost
Inferno,9.0,12.0,2015.0,9/12/2015,8.0,2210.0,7.0,16.0,33.0,16.0,1.0,15.0,2.0,18.0,35.0,Lost
Dust II,8.0,12.0,2015.0,8/12/2015,15.0,2415.0,11.0,16.0,38.0,10.0,5.0,23.0,1.0,30.0,27.0,Lost
Mirage,8.0,12.0,2015.0,8/12/2015,5.0,2952.0,15.0,15.0,18.0,19.0,2.0,20.0,1.0,15.0,47.0,Tie
Inferno,8.0,12.0,2015.0,8/12/2015,27.0,2471.0,16.0,7.0,18.0,17.0,3.0,17.0,2.0,29.0,45.0,Win
Italy,8.0,12.0,2015.0,8/12/2015,6.0,1899.0,16.0,4.0,34.0,7.0,4.0,17.0,0.0,28.0,22.0,Lost
Inferno,7.0,12.0,2015.0,7/12/2015,12.0,2770.0,12.0,16.0,26.0,31.0,5.0,16.0,4.0,19.0,71.0,Win
Inferno,6.0,12.0,2015.0,6/12/2015,9.0,3165.0,15.0,15.0,41.0,20.0,5.0,20.0,2.0,19.0,53.0,Tie
Cobblestone,6.0,12.0,2015.0,6/12/2015,30.0,2601.0,16.0,11.0,45.0,20.0,3.0,20.0,1.0,15.0,47.0,Lost
Dust II,5.0,12.0,2015.0,5/12/2015,3.0,1856.0,16.0,8.0,30.0,17.0,2.0,14.0,0.0,23.0,45.0,Win
Inferno,5.0,12.0,2015.0,5/12/2015,11.0,2508.0,16.0,10.0,25.0,11.0,3.0,20.0,0.0,0.0,27.0,Lost
Inferno,5.0,12.0,2015.0,5/12/2015,1.0,2273.0,10.0,16.0,38.0,14.0,5.0,22.0,1.0,21.0,35.0,Lost
Dust II,5.0,12.0,2015.0,5/12/2015,0.0,2646.0,16.0,12.0,32.0,19.0,6.0,24.0,3.0,15.0,59.0,Lost
Dust II,5.0,12.0,2015.0,5/12/2015,4.0,1582.0,2.0,16.0,147.0,15.0,5.0,11.0,2.0,40.0,42.0,Win
Dust II,4.0,12.0,2015.0,4/12/2015,7.0,3192.0,13.0,16.0,17.0,10.0,2.0,21.0,3.0,0.0,26.0,Win
Mirage,2.0,12.0,2015.0,2/12/2015,6.0,3041.0,15.0,15.0,23.0,22.0,4.0,22.0,4.0,27.0,61.0,Tie
Mirage,29.0,11.0,2015.0,29/11/2015,5.0,1564.0,4.0,16.0,13.0,5.0,5.0,17.0,0.0,40.0,16.0,Lost
Mirage,29.0,11.0,2015.0,29/11/2015,17.0,2889.0,14.0,16.0,33.0,15.0,6.0,23.0,1.0,26.0,45.0,Lost
Mirage,28.0,11.0,2015.0,28/11/2015,32.0,2445.0,9.0,16.0,81.0,12.0,2.0,20.0,1.0,33.0,33.0,Lost
Dust II,28.0,11.0,2015.0,28/11/2015,7.0,1610.0,16.0,3.0,23.0,14.0,2.0,17.0,1.0,7.0,36.0,Lost
Dust II,28.0,11.0,2015.0,28/11/2015,1.0,2225.0,16.0,9.0,23.0,16.0,4.0,20.0,2.0,31.0,46.0,Lost
Dust II,28.0,11.0,2015.0,28/11/2015,29.0,3041.0,15.0,15.0,44.0,11.0,6.0,20.0,1.0,9.0,37.0,Tie
Mirage,27.0,11.0,2015.0,27/11/2015,36.0,2249.0,10.0,16.0,27.0,21.0,2.0,15.0,3.0,38.0,49.0,Win
Mirage,27.0,11.0,2015.0,27/11/2015,1.0,2382.0,9.0,16.0,43.0,13.0,5.0,19.0,1.0,7.0,33.0,Lost
Dust II,27.0,11.0,2015.0,27/11/2015,66.0,1377.0,16.0,1.0,28.0,13.0,5.0,8.0,1.0,23.0,33.0,Win
Dust II,27.0,11.0,2015.0,27/11/2015,51.0,2140.0,16.0,6.0,20.0,14.0,3.0,19.0,1.0,14.0,39.0,Lost
Dust II,27.0,11.0,2015.0,27/11/2015,3.0,2271.0,16.0,9.0,22.0,11.0,5.0,14.0,1.0,8.0,29.0,Win
Dust II,26.0,11.0,2015.0,26/11/2015,5.0,2799.0,15.0,15.0,19.0,18.0,3.0,23.0,1.0,22.0,49.0,Tie
Mirage,26.0,11.0,2015.0,26/11/2015,5.0,1536.0,3.0,16.0,40.0,11.0,6.0,8.0,1.0,9.0,39.0,Win
Dust II,26.0,11.0,2015.0,26/11/2015,2.0,2344.0,16.0,12.0,18.0,13.0,6.0,22.0,1.0,23.0,35.0,Win
Dust II,25.0,11.0,2015.0,25/11/2015,18.0,2496.0,13.0,16.0,41.0,8.0,8.0,22.0,2.0,50.0,30.0,Lost
Mirage,25.0,11.0,2015.0,25/11/2015,4.0,2153.0,4.0,16.0,0.0,3.0,1.0,9.0,0.0,0.0,7.0,Lost
Dust II,24.0,11.0,2015.0,24/11/2015,2.0,2115.0,6.0,16.0,47.0,16.0,4.0,13.0,3.0,18.0,41.0,Win
Dust II,24.0,11.0,2015.0,24/11/2015,13.0,1649.0,16.0,4.0,35.0,15.0,4.0,12.0,3.0,33.0,35.0,Win
Dust II,23.0,11.0,2015.0,23/11/2015,2.0,2622.0,16.0,11.0,38.0,20.0,4.0,17.0,1.0,35.0,49.0,Win
Mirage,23.0,11.0,2015.0,23/11/2015,1.0,2582.0,16.0,11.0,36.0,19.0,6.0,21.0,3.0,26.0,49.0,Lost
Mirage,21.0,11.0,2015.0,21/11/2015,43.0,1814.0,16.0,5.0,19.0,9.0,1.0,17.0,0.0,33.0,28.0,Lost
Mirage,21.0,11.0,2015.0,21/11/2015,3.0,1864.0,16.0,5.0,24.0,20.0,4.0,10.0,4.0,10.0,50.0,Win
Mirage,20.0,11.0,2015.0,20/11/2015,8.0,2966.0,16.0,12.0,25.0,20.0,5.0,20.0,4.0,15.0,52.0,Win
Dust II,16.0,11.0,2015.0,16/11/2015,5.0,2281.0,9.0,16.0,40.0,18.0,4.0,17.0,1.0,22.0,49.0,Win
Inferno,15.0,11.0,2015.0,15/11/2015,16.0,3070.0,12.0,16.0,51.0,19.0,3.0,19.0,3.0,31.0,48.0,Win
Inferno,15.0,11.0,2015.0,15/11/2015,26.0,1929.0,2.0,16.0,68.0,5.0,2.0,16.0,0.0,20.0,12.0,Lost
Dust II,14.0,11.0,2015.0,14/11/2015,4.0,1823.0,16.0,4.0,18.0,12.0,7.0,14.0,2.0,16.0,33.0,Win
Dust II,14.0,11.0,2015.0,14/11/2015,17.0,2553.0,16.0,9.0,37.0,28.0,4.0,18.0,4.0,21.0,62.0,Win
Dust II,14.0,11.0,2015.0,14/11/2015,3.0,2772.0,13.0,16.0,25.0,12.0,3.0,22.0,0.0,41.0,32.0,Lost
Dust II,13.0,11.0,2015.0,13/11/2015,1.0,2501.0,11.0,16.0,78.0,14.0,1.0,18.0,0.0,42.0,34.0,Lost
Mirage,13.0,11.0,2015.0,13/11/2015,0.0,2778.0,14.0,16.0,48.0,12.0,5.0,23.0,1.0,33.0,36.0,Lost
Dust II,12.0,11.0,2015.0,12/11/2015,8.0,2527.0,16.0,8.0,76.0,25.0,4.0,16.0,1.0,20.0,56.0,Win
Dust II,12.0,11.0,2015.0,12/11/2015,3.0,2482.0,16.0,10.0,80.0,17.0,4.0,16.0,1.0,11.0,50.0,Win
Mirage,12.0,11.0,2015.0,12/11/2015,32.0,2073.0,6.0,16.0,31.0,18.0,5.0,12.0,3.0,22.0,52.0,Win
Mirage,12.0,11.0,2015.0,12/11/2015,4.0,2219.0,16.0,9.0,37.0,19.0,4.0,17.0,3.0,26.0,47.0,Win
Dust II,11.0,11.0,2015.0,11/11/2015,5.0,1835.0,2.0,16.0,38.0,12.0,1.0,17.0,1.0,50.0,26.0,Lost
Dust II,11.0,11.0,2015.0,11/11/2015,28.0,1627.0,16.0,4.0,33.0,12.0,2.0,17.0,3.0,8.0,33.0,Lost
Mirage,10.0,11.0,2015.0,10/11/2015,8.0,2239.0,16.0,8.0,34.0,14.0,1.0,19.0,1.0,21.0,35.0,Lost
Dust II,10.0,11.0,2015.0,10/11/2015,2.0,1912.0,8.0,16.0,39.0,10.0,2.0,19.0,1.0,30.0,26.0,Lost
Overpass,10.0,11.0,2015.0,10/11/2015,1.0,2340.0,16.0,9.0,39.0,19.0,3.0,18.0,3.0,36.0,46.0,Lost
Mirage,10.0,11.0,2015.0,10/11/2015,5.0,2769.0,16.0,12.0,39.0,26.0,3.0,19.0,6.0,23.0,67.0,Win
Dust II,10.0,11.0,2015.0,10/11/2015,19.0,2095.0,16.0,5.0,32.0,9.0,3.0,18.0,1.0,11.0,28.0,Lost
Cache,9.0,11.0,2015.0,9/11/2015,2.0,2053.0,16.0,8.0,44.0,7.0,1.0,21.0,2.0,33.0,23.0,Lost
Dust II,9.0,11.0,2015.0,9/11/2015,2.0,2090.0,16.0,9.0,24.0,16.0,6.0,17.0,3.0,12.0,44.0,Win
Dust II,9.0,11.0,2015.0,9/11/2015,7.0,1204.0,0.0,16.0,38.0,7.0,0.0,16.0,0.0,28.0,14.0,Lost
Mirage,9.0,11.0,2015.0,9/11/2015,31.0,1946.0,5.0,16.0,41.0,8.0,3.0,14.0,0.0,12.0,19.0,Lost
Mirage,9.0,11.0,2015.0,9/11/2015,20.0,2606.0,9.0,16.0,38.0,19.0,3.0,16.0,2.0,10.0,47.0,Win
Dust II,8.0,11.0,2015.0,8/11/2015,55.0,2792.0,14.0,16.0,42.0,15.0,5.0,22.0,1.0,6.0,42.0,Lost
Inferno,8.0,11.0,2015.0,8/11/2015,6.0,2634.0,16.0,13.0,21.0,21.0,8.0,23.0,2.0,19.0,50.0,Win
Mirage,8.0,11.0,2015.0,8/11/2015,15.0,2640.0,12.0,16.0,25.0,17.0,10.0,23.0,1.0,52.0,52.0,Win
Mirage,7.0,11.0,2015.0,7/11/2015,55.0,983.0,1.0,16.0,46.0,7.0,0.0,17.0,0.0,28.0,14.0,Lost
Dust II,7.0,11.0,2015.0,7/11/2015,54.0,1590.0,16.0,3.0,20.0,13.0,1.0,5.0,3.0,38.0,33.0,Win
Mirage,7.0,11.0,2015.0,7/11/2015,28.0,1875.0,6.0,16.0,20.0,10.0,4.0,18.0,2.0,20.0,29.0,Lost
Inferno,7.0,11.0,2015.0,7/11/2015,5.0,2110.0,16.0,7.0,35.0,15.0,4.0,14.0,2.0,33.0,36.0,Win
Inferno,7.0,11.0,2015.0,7/11/2015,1.0,1851.0,16.0,5.0,49.0,14.0,4.0,13.0,2.0,21.0,44.0,Win
Inferno,7.0,11.0,2015.0,7/11/2015,30.0,2683.0,16.0,13.0,52.0,21.0,3.0,16.0,3.0,9.0,52.0,Win
Mirage,6.0,11.0,2015.0,6/11/2015,5.0,2594.0,16.0,14.0,39.0,22.0,3.0,19.0,5.0,22.0,68.0,Win
Dust II,5.0,11.0,2015.0,5/11/2015,102.0,3223.0,14.0,16.0,40.0,13.0,7.0,22.0,1.0,15.0,44.0,Lost
Overpass,5.0,11.0,2015.0,5/11/2015,1.0,2198.0,9.0,16.0,30.0,13.0,9.0,21.0,0.0,46.0,43.0,Lost
Mirage,5.0,11.0,2015.0,5/11/2015,3.0,1521.0,16.0,1.0,19.0,6.0,3.0,17.0,0.0,0.0,19.0,Lost
Mirage,5.0,11.0,2015.0,5/11/2015,77.0,2293.0,16.0,11.0,31.0,21.0,7.0,21.0,3.0,23.0,53.0,Lost
Dust II,4.0,11.0,2015.0,4/11/2015,1.0,1597.0,16.0,2.0,43.0,13.0,5.0,10.0,1.0,7.0,33.0,Win
Dust II,4.0,11.0,2015.0,4/11/2015,9.0,2466.0,11.0,16.0,73.0,20.0,6.0,20.0,1.0,25.0,48.0,Win
Dust II,3.0,11.0,2015.0,3/11/2015,2.0,2282.0,9.0,16.0,0.0,9.0,1.0,8.0,2.0,55.0,21.0,Lost
Cobblestone,2.0,11.0,2015.0,2/11/2015,1.0,3040.0,15.0,15.0,62.0,27.0,1.0,21.0,4.0,29.0,64.0,Tie
Dust II,2.0,11.0,2015.0,2/11/2015,3.0,1871.0,16.0,6.0,67.0,17.0,3.0,14.0,1.0,29.0,37.0,Win
Inferno,1.0,11.0,2015.0,1/11/2015,3.0,2789.0,16.0,11.0,38.0,15.0,7.0,17.0,3.0,26.0,43.0,Win
Inferno,30.0,10.0,2015.0,30/10/2015,5.0,3344.0,14.0,16.0,41.0,14.0,5.0,22.0,1.0,21.0,36.0,Lost
Nuke,30.0,10.0,2015.0,30/10/2015,2.0,2859.0,11.0,16.0,55.0,14.0,8.0,23.0,3.0,21.0,43.0,Lost
Inferno,28.0,10.0,2015.0,28/10/2015,5.0,1878.0,16.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lost
Inferno,28.0,10.0,2015.0,28/10/2015,12.0,2329.0,13.0,16.0,37.0,12.0,4.0,22.0,1.0,16.0,34.0,Lost
Cache,27.0,10.0,2015.0,27/10/2015,2.0,2266.0,16.0,9.0,32.0,30.0,6.0,16.0,4.0,33.0,76.0,Win
Mirage,27.0,10.0,2015.0,27/10/2015,44.0,2248.0,9.0,16.0,36.0,13.0,7.0,20.0,1.0,46.0,35.0,Lost
Inferno,24.0,10.0,2015.0,24/10/2015,4.0,2527.0,16.0,12.0,39.0,11.0,5.0,21.0,0.0,41.0,27.0,Win
Mirage,23.0,10.0,2015.0,23/10/2015,0.0,2203.0,16.0,9.0,22.0,14.0,2.0,20.0,1.0,35.0,36.0,Lost
Overpass,23.0,10.0,2015.0,23/10/2015,12.0,2087.0,8.0,16.0,51.0,17.0,1.0,18.0,1.0,29.0,40.0,Lost
Dust II,23.0,10.0,2015.0,23/10/2015,21.0,2831.0,16.0,13.0,0.0,19.0,4.0,18.0,0.0,15.0,51.0,Lost
Dust II,20.0,10.0,2015.0,20/10/2015,6.0,1576.0,16.0,4.0,23.0,12.0,2.0,17.0,1.0,23.0,26.0,Lost
Mirage,20.0,10.0,2015.0,20/10/2015,5.0,1992.0,6.0,13.0,37.0,9.0,5.0,15.0,2.0,33.0,25.0,Lost
Dust II,20.0,10.0,2015.0,20/10/2015,22.0,1644.0,16.0,4.0,39.0,11.0,0.0,13.0,3.0,9.0,24.0,Win
Dust II,20.0,10.0,2015.0,20/10/2015,7.0,1433.0,3.0,16.0,40.0,9.0,3.0,18.0,0.0,33.0,21.0,Lost
Mirage,19.0,10.0,2015.0,19/10/2015,2.0,2050.0,4.0,16.0,39.0,12.0,2.0,12.0,3.0,23.0,36.0,Win
Dust II,19.0,10.0,2015.0,19/10/2015,46.0,2478.0,12.0,16.0,42.0,17.0,4.0,19.0,1.0,23.0,40.0,Win
Dust II,17.0,10.0,2015.0,17/10/2015,0.0,2204.0,9.0,16.0,37.0,26.0,6.0,16.0,6.0,23.0,71.0,Win
Mirage,17.0,10.0,2015.0,17/10/2015,2.0,2364.0,12.0,16.0,31.0,24.0,3.0,20.0,2.0,33.0,62.0,Lost
Mirage,17.0,10.0,2015.0,17/10/2015,26.0,2100.0,16.0,7.0,0.0,5.0,0.0,15.0,1.0,20.0,15.0,Lost
Mirage,16.0,10.0,2015.0,16/10/2015,7.0,2489.0,12.0,16.0,35.0,12.0,7.0,19.0,2.0,41.0,34.0,Lost
Dust II,16.0,10.0,2015.0,16/10/2015,1.0,1927.0,7.0,16.0,41.0,14.0,8.0,16.0,1.0,14.0,42.0,Win
Mirage,16.0,10.0,2015.0,16/10/2015,2.0,1770.0,4.0,16.0,38.0,12.0,4.0,16.0,1.0,50.0,35.0,Lost
Inferno,16.0,10.0,2015.0,16/10/2015,3.0,2373.0,16.0,9.0,41.0,25.0,3.0,22.0,3.0,16.0,58.0,Lost
Dust II,16.0,10.0,2015.0,16/10/2015,3.0,1671.0,16.0,5.0,37.0,22.0,10.0,11.0,3.0,22.0,58.0,Win
Cache,16.0,10.0,2015.0,16/10/2015,9.0,2817.0,14.0,16.0,35.0,13.0,4.0,22.0,2.0,30.0,45.0,Win
Inferno,15.0,10.0,2015.0,15/10/2015,8.0,2538.0,13.0,16.0,40.0,18.0,4.0,15.0,2.0,16.0,47.0,Win
Dust II,14.0,10.0,2015.0,14/10/2015,4.0,2677.0,16.0,12.0,0.0,17.0,2.0,13.0,3.0,47.0,47.0,Lost
Dust II,13.0,10.0,2015.0,13/10/2015,2.0,2311.0,6.0,16.0,24.0,8.0,5.0,20.0,0.0,37.0,21.0,Lost
Dust II,13.0,10.0,2015.0,13/10/2015,9.0,2166.0,16.0,8.0,34.0,11.0,8.0,17.0,3.0,18.0,39.0,Win
Mirage,13.0,10.0,2015.0,13/10/2015,8.0,2496.0,11.0,16.0,43.0,25.0,5.0,15.0,2.0,32.0,68.0,Win
Dust II,13.0,10.0,2015.0,13/10/2015,24.0,2442.0,9.0,16.0,0.0,17.0,6.0,19.0,1.0,38.0,45.0,Lost
Mirage,12.0,10.0,2015.0,12/10/2015,6.0,2650.0,12.0,16.0,41.0,11.0,4.0,18.0,2.0,18.0,32.0,Lost
Dust II,12.0,10.0,2015.0,12/10/2015,3.0,2075.0,7.0,16.0,33.0,25.0,3.0,13.0,4.0,32.0,62.0,Win
Inferno,12.0,10.0,2015.0,12/10/2015,13.0,1554.0,16.0,2.0,39.0,15.0,2.0,10.0,4.0,33.0,32.0,Win
Mirage,11.0,10.0,2015.0,11/10/2015,16.0,2965.0,14.0,16.0,20.0,13.0,10.0,19.0,2.0,30.0,46.0,Lost
Dust II,11.0,10.0,2015.0,11/10/2015,5.0,1708.0,4.0,16.0,37.0,19.0,4.0,10.0,4.0,15.0,48.0,Win
Dust II,11.0,10.0,2015.0,11/10/2015,19.0,1688.0,16.0,5.0,22.0,8.0,2.0,19.0,0.0,0.0,22.0,Lost
Inferno,11.0,10.0,2015.0,11/10/2015,6.0,1688.0,16.0,6.0,26.0,11.0,7.0,11.0,0.0,54.0,33.0,Win
Nuke,11.0,10.0,2015.0,11/10/2015,35.0,2203.0,16.0,9.0,27.0,7.0,4.0,22.0,0.0,14.0,18.0,Lost
Cache,10.0,10.0,2015.0,10/10/2015,3.0,1818.0,5.0,16.0,57.0,10.0,4.0,12.0,1.0,50.0,34.0,Win
Dust II,10.0,10.0,2015.0,10/10/2015,77.0,1831.0,16.0,6.0,0.0,10.0,2.0,13.0,0.0,20.0,31.0,Lost
Mirage,10.0,10.0,2015.0,10/10/2015,3.0,1699.0,5.0,16.0,116.0,11.0,2.0,11.0,1.0,18.0,34.0,Win
Cache,9.0,10.0,2015.0,9/10/2015,4.0,1997.0,16.0,6.0,124.0,10.0,1.0,18.0,2.0,0.0,23.0,Lost
Mirage,9.0,10.0,2015.0,9/10/2015,7.0,1790.0,5.0,16.0,24.0,7.0,3.0,18.0,0.0,28.0,21.0,Lost
Dust II,9.0,10.0,2015.0,9/10/2015,14.0,2168.0,9.0,16.0,36.0,12.0,5.0,20.0,2.0,8.0,31.0,Lost
Dust II,9.0,10.0,2015.0,9/10/2015,3.0,2272.0,10.0,16.0,23.0,14.0,8.0,18.0,2.0,21.0,43.0,Lost
Overpass,9.0,10.0,2015.0,9/10/2015,7.0,1612.0,2.0,16.0,32.0,10.0,4.0,16.0,2.0,10.0,29.0,Lost
Nuke,9.0,10.0,2015.0,9/10/2015,3.0,2379.0,16.0,13.0,39.0,12.0,5.0,25.0,0.0,25.0,32.0,Lost
Dust II,8.0,10.0,2015.0,8/10/2015,8.0,3403.0,16.0,14.0,35.0,16.0,5.0,25.0,2.0,37.0,42.0,Lost
Dust II,7.0,10.0,2015.0,7/10/2015,6.0,2656.0,15.0,15.0,26.0,13.0,7.0,22.0,1.0,61.0,45.0,Tie
Inferno,6.0,10.0,2015.0,6/10/2015,5.0,2688.0,12.0,16.0,24.0,24.0,9.0,22.0,3.0,16.0,61.0,Lost
Mirage,6.0,10.0,2015.0,6/10/2015,20.0,1664.0,2.0,16.0,25.0,22.0,4.0,10.0,3.0,18.0,52.0,Win
Dust II,6.0,10.0,2015.0,6/10/2015,4.0,2492.0,12.0,16.0,23.0,30.0,5.0,18.0,6.0,20.0,71.0,Win
Cache,6.0,10.0,2015.0,6/10/2015,3.0,2391.0,10.0,16.0,23.0,21.0,5.0,20.0,4.0,9.0,53.0,Lost
Dust II,5.0,10.0,2015.0,5/10/2015,5.0,2348.0,9.0,16.0,40.0,19.0,6.0,14.0,2.0,31.0,51.0,Win
Inferno,4.0,10.0,2015.0,4/10/2015,5.0,1211.0,2.0,10.0,23.0,11.0,2.0,9.0,2.0,27.0,24.0,Lost
Inferno,3.0,10.0,2015.0,3/10/2015,8.0,2260.0,16.0,4.0,41.0,13.0,3.0,12.0,3.0,15.0,31.0,Win
Inferno,2.0,10.0,2015.0,2/10/2015,4.0,2537.0,16.0,11.0,20.0,18.0,3.0,24.0,1.0,27.0,43.0,Lost
Mirage,2.0,10.0,2015.0,2/10/2015,4.0,2773.0,16.0,13.0,34.0,14.0,5.0,24.0,3.0,28.0,43.0,Lost
Dust II,1.0,10.0,2015.0,1/10/2015,42.0,2287.0,6.0,16.0,21.0,17.0,1.0,13.0,2.0,41.0,46.0,Win
Inferno,1.0,10.0,2015.0,1/10/2015,23.0,1989.0,6.0,16.0,36.0,5.0,3.0,14.0,0.0,20.0,19.0,Win
Inferno,1.0,10.0,2015.0,1/10/2015,3.0,1913.0,16.0,5.0,37.0,15.0,6.0,19.0,2.0,46.0,37.0,Lost
Inferno,30.0,9.0,2015.0,30/9/2015,0.0,2677.0,12.0,16.0,50.0,24.0,3.0,22.0,5.0,50.0,59.0,Lost
Inferno,29.0,9.0,2015.0,29/9/2015,7.0,2479.0,9.0,16.0,36.0,23.0,4.0,17.0,4.0,34.0,61.0,Lost
Inferno,29.0,9.0,2015.0,29/9/2015,4.0,3039.0,16.0,13.0,53.0,20.0,14.0,21.0,2.0,25.0,62.0,Win
Inferno,28.0,9.0,2015.0,28/9/2015,12.0,2542.0,16.0,11.0,42.0,15.0,8.0,18.0,2.0,26.0,38.0,Win
Inferno,28.0,9.0,2015.0,28/9/2015,2.0,2560.0,10.0,16.0,63.0,10.0,9.0,18.0,1.0,40.0,29.0,Lost
Inferno,28.0,9.0,2015.0,28/9/2015,4.0,2630.0,16.0,10.0,335.0,15.0,4.0,20.0,2.0,26.0,43.0,Lost
Inferno,28.0,9.0,2015.0,28/9/2015,8.0,2835.0,16.0,12.0,49.0,24.0,2.0,17.0,4.0,16.0,55.0,Win
Dust II,28.0,9.0,2015.0,28/9/2015,8.0,2339.0,16.0,9.0,724.0,13.0,3.0,20.0,2.0,30.0,36.0,Win
Dust II,27.0,9.0,2015.0,27/9/2015,9.0,2066.0,16.0,9.0,53.0,13.0,1.0,17.0,1.0,46.0,29.0,Win
Dust II,26.0,9.0,2015.0,26/9/2015,5.0,2340.0,16.0,9.0,0.0,7.0,2.0,10.0,0.0,28.0,30.0,Lost
Dust II,25.0,9.0,2015.0,25/9/2015,4.0,2353.0,16.0,10.0,42.0,19.0,4.0,18.0,3.0,36.0,56.0,Win
Inferno,25.0,9.0,2015.0,25/9/2015,13.0,2888.0,14.0,16.0,39.0,28.0,7.0,22.0,4.0,21.0,72.0,Win
Inferno,25.0,9.0,2015.0,25/9/2015,5.0,1644.0,3.0,16.0,47.0,7.0,2.0,16.0,0.0,42.0,18.0,Lost
Dust II,25.0,9.0,2015.0,25/9/2015,1.0,2680.0,16.0,14.0,69.0,19.0,4.0,21.0,3.0,21.0,50.0,Win
Mirage,25.0,9.0,2015.0,25/9/2015,1.0,2795.0,13.0,16.0,38.0,15.0,6.0,23.0,0.0,26.0,39.0,Lost
Dust II,24.0,9.0,2015.0,24/9/2015,25.0,2597.0,16.0,8.0,49.0,7.0,7.0,16.0,1.0,57.0,31.0,Win
Dust II,24.0,9.0,2015.0,24/9/2015,33.0,1993.0,5.0,16.0,45.0,14.0,3.0,12.0,2.0,42.0,42.0,Win
